predicted_labels	true_labels	lil_interpretations	gil_interpretations
0	0	[('hyp ed on tv', 0.05975759029388428), ('ost ensible adults', 0.00489276647567749), ('an actual feature movie', -0.02667236328125), ('this cl unker', -0.05291110277175903), ('small children', -0.08350181579589844)]	['worldly-wise and very funny script', 'narcissism and']
0	0	[('s just filler', -0.046078383922576904), ('just filler', -0.15101027488708496)]	['astoundingly', 'ugly and destructive']
0	0	[('an extended cheap shot', -0.01394343376159668), ('our girl', -0.15835964679718018)]	['ugly and mindless', 'ugly and destructive']
0	0	[('by amateur ish execution', -0.013712108135223389), ('amateur ish execution', -0.05086255073547363), ('amateur ish', -0.12066483497619629), ('rather precious', -0.24379825592041016)]	['astoundingly', 'preposterousness']
0	0	"[('as in the original', -0.10571432113647461), (""n 't as sharp"", -0.10778439044952393), ('not as innovative', -0.15029263496398926), ('in the original', -0.1526496410369873), ('as imaginative', -0.21712887287139893)]"	['astoundingly', 'worldly-wise and very funny script']
0	0	[('scant reason', -0.2144034504890442)]	['astoundingly', 'preposterousness']
1	1	[('on the big screen', -0.533993661403656), ('human beings', -0.6231670677661896), ('the big screen', -0.6328410506248474), ('should know', -0.6529776155948639), ('americ ans', -0.7057593166828156)]	['astoundingly', 'astoundingly rich film']
1	1	"[(""` difficult ' films"", -0.7365310341119766), ('miss it', -0.7988095879554749)]"	['astoundingly', 'worldly-wise and very funny script']
0	0	[('an imp ost', -0.03741812705993652), ('of dead ends', -0.06151968240737915), ('distracting camera work', -0.07021254301071167), ('a blur', -0.15945076942443848), ('camera work', -0.18269950151443481)]	['preposterousness', 'astoundingly']
0	0	[('this meaningless down er', -0.02728325128555298)]	['astoundingly', 'ugly and mindless']
0	0	[('string the stunts together', -0.04560279846191406), ('not quite enough', -0.07556229829788208), ('keep the faces straight', -0.07609862089157104), ('barely enough', -0.13590604066848755), ('the stunts', -0.22725653648376465)]	['preposterousness', 'astoundingly']
1	1	[('a star performance', -0.3440420627593994), ('short of mesmer izing', -0.3836458921432495), ('of mesmer izing', -0.450992226600647), ('mesmer izing', -0.5259369611740112), ('bewild ering', -0.6089425086975098)]	['four star performance', 'show-stoppingly']
1	1	[('realistically drawn character izations', -0.12763434648513794), ('a significant character study', -0.15560710430145264), ('both moving and wise', -0.16393262147903442), ('building slowly and subtly', -0.215221107006073), ('slowly and subtly', -0.3366577625274658)]	['worldly-wise and very funny script', 'a funny and touching film that is gorgeously']
0	0	[('ped - up', 0.3147657513618469), ('hawk - style', 0.3133698105812073), ('done that', 0.11150282621383667)]	['worldly-wise and very funny script', 'let-down']
0	0	[('is strictly sitcom', -0.08903712034225464), ('apply text ural gloss', -0.12186330556869507), ('as - war', -0.1367906928062439), ('text ural gloss', -0.2014063000679016), ('his portrait', -0.27575504779815674)]	['astoundingly', 'ugly and destructive']
0	0	[('hide treasure planet entirely', -0.029128193855285645), ('handsome - looking', -0.0340878963470459), ('reim agine it', -0.09366738796234131), ('the true creativity', -0.11013966798782349), ('treasure planet', -0.17796015739440918)]	['astoundingly', 'ugly and destructive']
0	0	[('bad acting', -0.14876312017440796), ('flat scares', -0.1541123390197754)]	['astoundingly', 'preposterousness']
0	0	[('of time', -0.14149832725524902)]	['ugly and destructive', 'astoundingly']
0	0	[('prof ession ally speaking', -0.03416961431503296), ('ridiculous sch lock', -0.05978798866271973), ('in jan uary', -0.07081365585327148), ('prof ession ally', -0.09945791959762573), ('jan uary', -0.21065497398376465)]	['astoundingly', 'preposterousness']
0	0	[]	['astoundingly', 'let-down']
1	1	[('they are due', -0.5311772525310516), ('are due', -0.5471422970294952)]	['astoundingly', 'four star performance']
1	1	[('a remarkable gift', -0.5331222116947174), ('for storytelling', -0.5583579242229462)]	['engrossing melodrama', 'engrossing story']
1	0	[('over hard truths', -0.43417370319366455), ('un co vers them', -0.4662783443927765), ('hard truths', -0.4670487642288208), ('selling his film short', -0.47494789958000183), ('his film', -0.5112064778804779)]	['astoundingly', 'worldly-wise and very funny script']
1	1	[('a human face', -0.5380299389362335), ('a land', -0.6186082065105438), ('unfamiliar with', -0.6459725499153137), ('are unfamiliar with', -0.6605684757232666), ('most western ers', -0.689340204000473)]	['astoundingly', 'worldly-wise and very funny script']
0	0	[]	['astoundingly', 'ugly and destructive']
1	1	[('is sweet', -0.5384471714496613)]	['show-stoppingly', 'four star performance']
1	1	[('at last', -0.6099790334701538), ('loved cool as ice', -0.6185300648212433), ('as ice', -0.6189673244953156), ('of culture', -0.6518440246582031), ('need not apply', -0.6982854306697845)]	['astoundingly', 'engrossing story']
1	1	[('a dangerous political situation', -0.13059651851654053), ('debut and genre', -0.22421801090240479), ('coming to a head', -0.2553090453147888), ('frightening ly capable', -0.27824896574020386), ('to a head', -0.36304569244384766)]	['astoundingly', 'show-stoppingly']
0	0	[('rotting from miles away', -0.012601912021636963), ('from miles away', -0.06122267246246338), ('miles away', -0.1785140037536621)]	['astoundingly', 'ugly and destructive']
1	1	[('to a higher level', -0.2531191110610962), ('a higher level', -0.3433823585510254), ('the movie', -0.4622024893760681)]	['four star performance', 'astoundingly']
0	0	[('how ins uffer able', -0.017031729221343994), ('her own creation', -0.06769800186157227), ('the character is', -0.09805846214294434), ('the character', -0.21111536026000977)]	['astoundingly', 'ugly and destructive']
1	1	[('a story', -0.5838706493377686), ('with the sport', -0.6024093925952911), ('the beauty', -0.6309812664985657), ('the sport', -0.635595977306366), ('of baseball', -0.6523678600788116)]	['show-stoppingly', 'engrossing story']
1	1	[('just fine', -0.5472975671291351), ('heaven and hell', -0.7188067436218262), ('in heaven and hell', -0.7483055591583252)]	['astoundingly', 'show-stoppingly']
0	0	[('to - movie', -0.15641850233078003), ('small - screen', -0.1896975040435791), ('big - screen', -0.20165443420410156)]	['astoundingly', 'played-out']
1	1	[('in this movie', -0.5826646387577057), ('this movie', -0.6157457232475281), ('runs with it', -0.6278364062309265), ('the director', -0.6485339999198914), ('with it', -0.663869708776474)]	['four star performance', 'show-stoppingly']
1	0	[('the voices', -0.12628188729286194), ('surreal dub bing', -0.24270480871200562), ('gl enn close', -0.24739912152290344), ('phil bin', -0.24808472394943237), ('me yer', -0.2579644024372101)]	['worldly-wise and very funny script', 'a funny and touching film that is gorgeously']
0	0	[('non - stop', -0.06574451923370361), ('the existential over tones', -0.17417895793914795), ('k ies l owski', -0.17981106042861938)]	['astoundingly', 'ugly and mindless']
0	0	[('self - and audience', -0.013360261917114258), ('iably awful', -0.1494101881980896)]	['ugly and destructive', 'astoundingly']
0	0	"[('to a dinner party', -0.04802590608596802), (""their baby ' s"", -0.05326664447784424), ('host and host', -0.0997093915939331), ('a dinner party', -0.11571550369262695)]"	['astoundingly', 'ugly and destructive']
1	1	[('striking skill and depth', -0.1698104739189148), ('aim for our sympathy', -0.4349678158760071), ('a performance', -0.5131812691688538), ('for our sympathy', -0.5473567247390747), ('our sympathy', -0.6439046561717987)]	['four star performance', 'worldly-wise and very funny script']
1	1	[('sit in the stands', -0.2775415778160095), ('the hopes and dreams', -0.31260645389556885), ('as well as', -0.35752594470977783), ('the grown men', -0.3953039050102234), ('in the stands', -0.3993780016899109)]	['show-stoppingly', 'four star performance']
1	1	[('is amusing', -0.458432674407959), ('it needs to be', -0.5961683690547943), ('to be', -0.610345870256424), ('needs to be', -0.6298707127571106)]	['worldly-wise and very funny script', 'bang-up']
1	1	[('unfl agging ly creative', -0.34462565183639526), ('eng ross ing', -0.4881737232208252)]	['worldly-wise and very funny script', 'astoundingly']
1	1	[('some solid performances', -0.2566520571708679), ('witty dialogue', -0.35335373878479004), ('the most part', -0.3726935386657715)]	['worldly-wise and very funny script', 'four star performance']
1	1	[('a documentary can get', -0.3064849376678467), ('crowd - ple', -0.3982594609260559), ('about as cool', -0.39948946237564087), ('can get', -0.5052822232246399), ('a documentary', -0.5294865965843201)]	['four star performance', 'show-stoppingly']
0	0	[]	['astoundingly', 'ugly and destructive']
1	1	"[('cultures and film genres', -0.1923125982284546), ('has tons of charm', -0.19955486059188843), (""a ' s effort"", -0.22132891416549683), ('icating mas ala', -0.30156248807907104), ('the whim sy', -0.3089004158973694)]"	['worldly-wise and very funny script', 'a funny and touching film that is gorgeously']
0	0	[('comic - strip characters', -0.0378074049949646), ('comic - strip', -0.07092148065567017), ('cartoon ish violence', -0.09992861747741699), ('cartoon ish', -0.15857017040252686)]	['ugly and destructive', 'ugly and mindless']
1	1	[('two - hour', -0.43878334760665894), ('a moment', -0.7132784426212311)]	['worldly-wise and very funny script', 'a funny and touching film that is gorgeously']
0	0	[('full effect', -0.6089374721050262), ('the energetic cast', -0.6573159992694855), ('to full effect', -0.6742670834064484)]	['astoundingly', 'worldly-wise and very funny script']
0	0	[('a vague sense', -0.0891270637512207), ('of shame', -0.16934925317764282)]	['astoundingly', 'ugly and mindless']
1	1	[('a visual treat', -0.4025968313217163), ('unsur pass ed', -0.4451889395713806), ('the film', -0.5080713629722595)]	['four star performance', 'astoundingly']
1	1	[('his fra ilty', -0.24703311920166016), ('the screen', -0.2685084044933319), ('corruption and ruth lessness', -0.37709513306617737), ('the rav ages', -0.40672624111175537), ('ruth lessness', -0.4080129861831665)]	['astoundingly', 'worldly-wise and very funny script']
0	0	[('ying rat traps', -0.045921504497528076), ('rat traps', -0.1242784857749939)]	['astoundingly', 'preposterousness']
1	1	[('of staying friends', -0.3637348413467407), ('much to enjoy', -0.3882598876953125), ('to mull over', -0.4175450801849365), ('staying friends', -0.5308992862701416), ('the nature', -0.5364483892917633)]	['astoundingly', 'engrossing story']
0	0	[('on its bones', -0.20928478240966797), ('its bones', -0.28598201274871826), ('more dramatic', -0.2996625304222107), ('more dramatic meat', -0.3004254698753357)]	['astoundingly', 'worldly-wise and very funny script']
1	1	[('sens ibility and style', -0.5084256231784821), ('utterly charming', -0.5858166217803955), ('an actress', -0.6609087586402893), ('so americ', -0.6674189865589142), ('is an actress', -0.6853717565536499)]	['show-stoppingly', 'astoundingly']
0	0	[('of a movie', -0.035445988178253174), ('a movie', -0.16236931085586548)]	['preposterousness', 'ugly and mindless']
1	1	[('us examine our values', -0.12230533361434937), ('examine our values', -0.23604816198349), ('to move us', -0.2539851665496826), ('our values', -0.40250420570373535), ('move us', -0.42014408111572266)]	['astoundingly', 'engrossing story']
1	1	[('in the mysterious spring', -0.23550498485565186), ('of its performances', -0.30433422327041626), ('the mysterious spring', -0.3719717860221863), ('of the film', -0.38473808765411377), ('its performances', -0.44754624366760254)]	['astoundingly', 'astoundingly rich film']
0	0	[('the rather clumsy original', -0.011414289474487305), ('so explo itative', -0.030516862869262695), ('was railing against', -0.04489290714263916), ('in its violence', -0.05135875940322876), ('so dumb', -0.0971861481666565)]	['astoundingly', 'preposterousness']
1	1	[('carefully placed', -0.2283031940460205), ('it employs', -0.3142913281917572), ('dead - center', -0.42054034769535065)]	['worldly-wise and very funny script', 'ugly and destructive']
1	1	[('fast - paced', -0.4028385877609253), ('spotting cle veland sites', -0.406139612197876), ('cle veland sites', -0.45571136474609375), ('award - winning', -0.5283512771129608), ('cle veland', -0.5462697148323059)]	['worldly-wise and very funny script', 'a funny and touching film that is gorgeously']
1	0	[('been more appropriate', -0.47073549032211304), ('more appropriate', -0.48456645011901855), ('my dear', -0.6948899775743484), ('a damn', -0.7104336023330688), ('give a damn', -0.7678739726543427)]	['astoundingly', 'a funny and touching film that is gorgeously']
1	0	[('the first few minutes', -0.40277498960494995), ('pretty good', -0.5375500023365021), ('the movie', -0.5617788136005402), ('the movie goes', -0.6924684643745422), ('the worse', -0.7484060078859329)]	['astoundingly', 'worldly-wise and very funny script']
0	0	[('of the humor', -0.06477236747741699), ('falls flat', -0.13672280311584473), ('too much', -0.13857734203338623), ('the humor', -0.15421241521835327)]	['astoundingly', 'preposterousness']
1	1	"[('thought - prov oking', -0.18200898170471191), (""dub ya ' s"", -0.5583025515079498), ('the middle', -0.6604806184768677), ('of evil', -0.6760354340076447), ('smack - d ab', -0.8460234925150871)]"	['astoundingly', 'astoundingly rich film']
